"";"instant";"dteday";"season";"yr";"mnth";"hr";"holiday";"weekday";"workingday";"weathersit";"temp";"atemp";"hum";"windspeed";"casual";"registered";"cnt"
"16925";16925;"2012-12-12";4;1;12;23;0;3;1;2;0,28;0,2727;0,56;0,2239;3;76;79
"13517";13517;"2012-07-22";3;1;7;9;0;0;0;2;0,66;0,6212;0,69;0;79;179;258
"14318";14318;"2012-08-24";3;1;8;18;0;5;1;2;0,72;0,6818;0,62;0,194;109;627;736
"8081";8081;"2011-12-08";4;0;12;8;0;4;1;1;0,22;0,2121;0,55;0,2836;11;418;429
"468";468;"2011-01-21";1;0;1;12;0;5;1;1;0,22;0,1818;0,27;0,5821;11;67;78
"16166";16166;"2012-11-11";4;1;11;7;0;0;0;1;0,3;0,3182;0,89;0,0896;12;56;68
"13331";13331;"2012-07-14";3;1;7;15;0;6;0;1;0,8;0,7576;0,55;0,1642;243;317;560
"4955";4955;"2011-07-30";3;0;7;8;0;6;0;1;0,78;0,7424;0,59;0,2239;27;87;114
"13521";13521;"2012-07-22";3;1;7;13;0;0;0;2;0,7;0,6515;0,65;0,0896;238;388;626
"6723";6723;"2011-10-12";4;0;10;16;0;3;1;2;0,56;0,5303;0,88;0,2239;5;50;55
"17158";17158;"2012-12-22";1;1;12;16;0;6;0;1;0,3;0,2727;0,39;0,4478;23;124;147
"11092";11092;"2012-04-12";2;1;4;8;0;4;1;1;0,32;0,303;0,66;0,3284;20;604;624
"3804";3804;"2011-06-12";2;0;6;9;0;0;0;1;0,72;0,6818;0,66;0;75;107;182
"15942";15942;"2012-11-01";4;1;11;22;0;4;1;1;0,36;0,3485;0,57;0,1642;27;175;202
"12777";12777;"2012-06-21";3;1;6;13;0;4;1;1;0,9;0,8182;0,35;0;31;141;172
"14742";14742;"2012-09-11";3;1;9;10;0;2;1;1;0,62;0,6212;0,38;0;54;142;196
"4348";4348;"2011-07-05";3;0;7;1;0;2;1;1;0,7;0,6515;0,65;0,1045;15;24;39
"11278";11278;"2012-04-20";2;1;4;2;0;5;1;1;0,44;0,4394;0,88;0,194;3;18;21
"10842";10842;"2012-04-01";2;1;4;20;0;0;0;2;0,5;0,4848;0,59;0,2239;66;166;232
"11251";11251;"2012-04-18";2;1;4;23;0;3;1;2;0,42;0,4242;0,77;0;14;56;70
"3722";3722;"2011-06-08";2;0;6;23;0;3;1;1;0,76;0,7424;0,75;0,194;18;98;116
"16974";16974;"2012-12-15";4;1;12;0;0;6;0;1;0,3;0,3333;0,7;0;4;90;94
"11735";11735;"2012-05-09";2;1;5;3;0;3;1;3;0,56;0,5303;0,88;0,1642;0;2;2
"3050";3050;"2011-05-11";2;0;5;23;0;3;1;1;0,46;0,4545;0,88;0,2537;12;69;81
"12826";12826;"2012-06-23";3;1;6;14;0;6;0;1;0,78;0,6818;0,33;0,2537;238;371;609
"10075";10075;"2012-02-29";1;1;2;20;0;3;1;3;0,42;0,4242;0,88;0,1642;2;95;97
"6241";6241;"2011-09-22";3;0;9;14;0;4;1;2;0,66;0,6061;0,83;0,2239;41;142;183
"6760";6760;"2011-10-14";4;0;10;5;0;5;1;2;0,56;0,5303;0,94;0,1642;0;17;17
"8847";8847;"2012-01-09";1;1;1;10;0;1;1;1;0,24;0,2879;0,6;0;13;95;108
"5392";5392;"2011-08-17";3;0;8;13;0;3;1;1;0,8;0,7121;0,41;0,194;38;138;176
"16390";16390;"2012-11-20";4;1;11;15;0;2;1;2;0,46;0,4545;0,55;0,1045;61;226;287
"10918";10918;"2012-04-05";2;1;4;1;0;4;1;1;0,48;0,4697;0,27;0,3284;4;9;13
"95";95;"2011-01-05";1;0;1;2;0;3;1;1;0,16;0,197;0,74;0,0896;0;2;2
"11417";11417;"2012-04-25";2;1;4;21;0;3;1;1;0,52;0,5;0,52;0,1343;27;212;239
"13076";13076;"2012-07-04";3;1;7;0;1;3;0;1;0,68;0,6364;0,79;0,0896;19;140;159
"3685";3685;"2011-06-07";2;0;6;10;0;2;1;2;0,76;0,6818;0,48;0,194;37;86;123
"2466";2466;"2011-04-17";2;0;4;15;0;0;0;1;0,54;0,5152;0,32;0,5224;179;209;388
"8604";8604;"2011-12-30";1;0;12;6;0;5;1;1;0,24;0,2576;0,7;0,0896;1;31;32
"6467";6467;"2011-10-02";4;0;10;0;0;0;0;3;0,36;0,3333;0,93;0,2985;4;43;47
"16447";16447;"2012-11-23";4;1;11;0;0;5;1;1;0,28;0,3182;0,65;0;0;32;32
"1086";1086;"2011-02-17";1;0;2;23;0;4;1;1;0,46;0,4545;0,67;0,2985;4;40;44
"9612";9612;"2012-02-10";1;1;2;10;0;5;1;2;0,26;0,2727;0,48;0,1343;5;119;124
"13038";13038;"2012-07-02";3;1;7;10;0;1;1;1;0,8;0,7273;0,43;0,2537;70;104;174
"12884";12884;"2012-06-26";3;1;6;0;0;2;1;1;0,62;0,6212;0,33;0,3284;8;29;37
"13850";13850;"2012-08-05";3;1;8;6;0;0;0;1;0,72;0,697;0,79;0,2537;7;12;19
"4450";4450;"2011-07-09";3;0;7;7;0;6;0;1;0,66;0,6061;0,78;0,194;21;50;71
"10325";10325;"2012-03-11";1;1;3;7;0;0;0;1;0,22;0,2273;0,69;0,1343;2;15;17
"7096";7096;"2011-10-28";4;0;10;6;0;5;1;1;0,28;0,2727;0,65;0,2537;1;74;75
"15873";15873;"2012-10-28";4;1;10;13;0;0;0;2;0,48;0,4697;0,59;0,4179;75;316;391
"12394";12394;"2012-06-05";2;1;6;14;0;2;1;2;0,58;0,5455;0,46;0,1642;82;194;276
"13087";13087;"2012-07-04";3;1;7;11;1;3;0;1;0,82;0,7576;0,46;0,1343;164;321;485
"10346";10346;"2012-03-12";1;1;3;4;0;1;1;1;0,34;0,3333;0,61;0,194;0;3;3
"498";498;"2011-01-22";1;0;1;19;0;6;0;1;0,08;0,1061;0,35;0,1343;6;53;59
"4997";4997;"2011-08-01";3;0;8;2;0;1;1;1;0,7;0,6667;0,74;0,1045;4;7;11
"9927";9927;"2012-02-23";1;1;2;15;0;4;1;1;0,54;0,5152;0,33;0,1343;46;171;217
"5334";5334;"2011-08-15";3;0;8;3;0;1;1;1;0,6;0,5606;0,83;0,194;1;6;7
"4549";4549;"2011-07-13";3;0;7;10;0;3;1;1;0,82;0,7576;0,46;0,194;33;80;113
"13533";13533;"2012-07-23";3;1;7;1;0;1;1;1;0,66;0,5909;0,89;0,194;7;20;27
"13420";13420;"2012-07-18";3;1;7;8;0;3;1;1;0,78;0,7424;0,62;0,1045;55;624;679
"6898";6898;"2011-10-20";4;0;10;0;0;4;1;1;0,56;0,5303;0,94;0,2985;4;22;26
"2562";2562;"2011-04-21";2;0;4;15;0;4;1;1;0,52;0,5;0,29;0,4179;69;166;235
"2542";2542;"2011-04-20";2;0;4;19;0;3;1;1;0,7;0,6364;0,32;0,2537;74;309;383
"11003";11003;"2012-04-08";2;1;4;14;0;0;0;1;0,6;0,5909;0,18;0,4478;254;249;503
"3250";3250;"2011-05-20";2;0;5;7;0;5;1;1;0,5;0,4848;0,77;0,1642;30;289;319
"8057";8057;"2011-12-07";4;0;12;8;0;3;1;3;0,44;0,4394;1;0;6;80;86
"6958";6958;"2011-10-22";4;0;10;12;0;6;0;1;0,46;0,4545;0,55;0,0896;132;211;343
"9119";9119;"2012-01-20";1;1;1;20;0;5;1;2;0,2;0,2273;0,34;0,0896;1;141;142
"7423";7423;"2011-11-10";4;0;11;21;0;4;1;1;0,36;0,3333;0,57;0,2537;6;130;136
"920";920;"2011-02-10";1;0;2;20;0;4;1;1;0,14;0,1818;0,31;0,0896;4;93;97
"15738";15738;"2012-10-22";4;1;10;22;0;1;1;1;0,46;0,4545;0,82;0,1343;25;158;183
"9732";9732;"2012-02-15";1;1;2;10;0;3;1;1;0,34;0,303;0,57;0,2985;12;108;120
"7309";7309;"2011-11-06";4;0;11;3;0;0;0;1;0,24;0,2879;0,87;0;5;4;9
"13075";13075;"2012-07-03";3;1;7;23;0;2;1;1;0,66;0,6061;0,83;0;19;152;171
"10347";10347;"2012-03-12";1;1;3;5;0;1;1;1;0,34;0,3333;0,61;0,194;1;15;16
"4859";4859;"2011-07-26";3;0;7;8;0;2;1;1;0,74;0,6818;0,55;0,194;32;392;424
"14277";14277;"2012-08-23";3;1;8;1;0;4;1;1;0,62;0,5758;0,83;0;10;15;25
"1709";1709;"2011-03-16";1;0;3;20;0;3;1;2;0,42;0,4242;0,54;0,2985;10;111;121
"3424";3424;"2011-05-27";2;0;5;13;0;5;1;1;0,74;0,6818;0,58;0,194;51;158;209
"1009";1009;"2011-02-14";1;0;2;16;0;1;1;1;0,52;0,5;0,27;0,4627;16;102;118
"6708";6708;"2011-10-12";4;0;10;1;0;3;1;3;0,56;0,5303;0,83;0,1343;2;8;10
"9380";9380;"2012-01-31";1;1;1;17;0;2;1;1;0,54;0,5152;0,26;0,4179;41;518;559
"5284";5284;"2011-08-13";3;0;8;1;0;6;0;2;0,68;0,6364;0,57;0,0896;13;64;77
"16120";16120;"2012-11-09";4;1;11;9;0;5;1;1;0,34;0,303;0,53;0,4179;23;304;327
"3830";3830;"2011-06-13";2;0;6;11;0;1;1;1;0,66;0,6212;0,41;0,2985;53;106;159
"11783";11783;"2012-05-11";2;1;5;3;0;5;1;1;0,46;0,4545;0,41;0,2836;5;8;13
"5009";5009;"2011-08-01";3;0;8;14;0;1;1;1;0,92;0,8182;0,29;0,194;37;86;123
"4740";4740;"2011-07-21";3;0;7;9;0;4;1;2;0,8;0,8182;0,75;0,2537;34;166;200
"10042";10042;"2012-02-28";1;1;2;10;0;2;1;1;0,3;0,2727;0,42;0,2985;14;118;132
"17237";17237;"2012-12-26";1;1;12;1;0;3;1;2;0,26;0,2273;0,65;0,2985;0;7;7
"12879";12879;"2012-06-25";3;1;6;19;0;1;1;1;0,74;0,6515;0,27;0,4627;74;508;582
"577";577;"2011-01-26";1;0;1;7;0;3;1;3;0,22;0,2121;0,87;0,2985;1;29;30
"15176";15176;"2012-09-29";4;1;9;12;0;6;0;1;0,62;0,6212;0,41;0,2985;191;491;682
"1284";1284;"2011-02-26";1;0;2;15;0;6;0;2;0,36;0,3333;0,4;0,2836;40;125;165
"10724";10724;"2012-03-27";2;1;3;22;0;2;1;1;0,36;0,3485;0,37;0,1343;7;127;134
"3580";3580;"2011-06-03";2;0;6;1;0;5;1;1;0,6;0,6212;0,38;0,3582;7;15;22
"16342";16342;"2012-11-18";4;1;11;15;0;0;0;1;0,42;0,4242;0,54;0,2836;89;318;407
"16587";16587;"2012-11-28";4;1;11;20;0;3;1;1;0,32;0,3333;0,36;0,1343;5;258;263
"17208";17208;"2012-12-24";1;1;12;19;0;1;1;2;0,24;0,2424;0,93;0,1343;4;14;18
"5894";5894;"2011-09-08";3;0;9;1;0;4;1;3;0,62;0,5455;0,94;0,1045;0;4;4
"12908";12908;"2012-06-27";3;1;6;0;0;3;1;1;0,62;0,6212;0,41;0,194;15;39;54
"2645";2645;"2011-04-25";2;0;4;2;0;1;1;1;0,54;0,5152;1;0,0896;1;9;10
"14074";14074;"2012-08-14";3;1;8;14;0;2;1;1;0,82;0,7424;0,41;0,2239;80;175;255
"4543";4543;"2011-07-13";3;0;7;4;0;3;1;1;0,74;0,6818;0,58;0,2537;0;5;5
"4802";4802;"2011-07-23";3;0;7;23;0;6;0;1;0,8;0,7727;0,59;0,1045;27;77;104
"7816";7816;"2011-11-27";4;0;11;6;0;0;0;1;0,38;0,3939;0,82;0,1642;0;9;9
"4293";4293;"2011-07-02";3;0;7;18;0;6;0;1;0,82;0,7121;0,3;0,2836;193;190;383
"941";941;"2011-02-11";1;0;2;19;0;5;1;1;0,26;0,303;0,33;0;7;94;101
"2905";2905;"2011-05-05";2;0;5;22;0;4;1;1;0,48;0,4697;0,39;0,194;30;135;165
"4504";4504;"2011-07-11";3;0;7;13;0;1;1;1;0,86;0,8182;0,5;0,2537;22;119;141
"15293";15293;"2012-10-04";4;1;10;9;0;4;1;2;0,64;0,5758;0,89;0,194;40;319;359
"15985";15985;"2012-11-03";4;1;11;17;0;6;0;2;0,36;0,3333;0,46;0,2985;112;298;410
"10693";10693;"2012-03-26";2;1;3;15;0;1;1;1;0,48;0,4697;0,29;0,6119;66;157;223
"16405";16405;"2012-11-21";4;1;11;6;0;3;1;1;0,28;0,303;0,87;0,0896;2;99;101
"948";948;"2011-02-12";1;0;2;2;0;6;0;1;0,14;0,2121;0,8;0;2;13;15
"15372";15372;"2012-10-07";4;1;10;16;0;0;0;3;0,4;0,4091;0,82;0,1642;87;246;333
"14485";14485;"2012-08-31";3;1;8;17;0;5;1;1;0,88;0,7727;0,32;0,1642;129;488;617
"307";307;"2011-01-14";1;0;1;6;0;5;1;1;0,1;0,1818;0,54;0;0;17;17
"4048";4048;"2011-06-22";3;0;6;13;0;3;1;2;0,82;0,7879;0,56;0,2537;34;113;147
"15005";15005;"2012-09-22";3;1;9;9;0;6;0;1;0,64;0,6061;0,69;0,2537;88;289;377
"7782";7782;"2011-11-25";4;0;11;20;0;5;1;1;0,4;0,4091;0,58;0,0896;19;76;95
"16787";16787;"2012-12-07";4;1;12;5;0;5;1;2;0,26;0,2727;0,81;0,1045;1;25;26
"15887";15887;"2012-10-30";4;1;10;15;0;2;1;3;0,3;0,2879;0,87;0,2537;10;114;124
"1079";1079;"2011-02-17";1;0;2;16;0;4;1;2;0,56;0,5303;0,35;0,2985;29;117;146
"6755";6755;"2011-10-14";4;0;10;0;0;5;1;1;0,58;0,5455;0,94;0,0896;10;29;39
"5856";5856;"2011-09-06";3;0;9;11;0;2;1;3;0,54;0,5152;0,83;0,3881;11;78;89
"15881";15881;"2012-10-28";4;1;10;21;0;0;0;3;0,44;0,4394;0,88;0,4179;2;44;46
"7118";7118;"2011-10-29";4;0;10;4;0;6;0;3;0,3;0,2727;0,81;0,4179;0;1;1
"3838";3838;"2011-06-13";2;0;6;19;0;1;1;1;0,66;0,6212;0,39;0,2836;75;348;423
"13966";13966;"2012-08-10";3;1;8;2;0;5;1;1;0,7;0,6667;0,74;0,1642;6;14;20
"2027";2027;"2011-03-30";2;0;3;7;0;3;1;2;0,32;0,3333;0,45;0,1045;8;128;136
"15183";15183;"2012-09-29";4;1;9;19;0;6;0;1;0,52;0,5;0,55;0,1642;119;351;470
"6673";6673;"2011-10-10";4;0;10;14;1;1;0;1;0,74;0,6515;0,37;0;147;223;370
"14387";14387;"2012-08-27";3;1;8;15;0;1;1;1;0,8;0,7576;0,55;0,2985;77;205;282
"16574";16574;"2012-11-28";4;1;11;7;0;3;1;2;0,26;0,2576;0,56;0,194;6;403;409
"3140";3140;"2011-05-15";2;0;5;17;0;0;0;3;0,56;0,5303;0,78;0,3582;137;255;392
"1272";1272;"2011-02-26";1;0;2;3;0;6;0;1;0,22;0,2273;0,55;0,1343;1;7;8
"15636";15636;"2012-10-18";4;1;10;16;0;4;1;1;0,6;0,6212;0,56;0,2836;94;356;450
"9359";9359;"2012-01-30";1;1;1;20;0;1;1;1;0,3;0,303;0,39;0,1642;2;179;181
"14519";14519;"2012-09-02";3;1;9;3;0;0;0;1;0,66;0,5909;0,89;0,0896;9;33;42
"14816";14816;"2012-09-14";3;1;9;12;0;5;1;2;0,7;0,6515;0,54;0,194;119;290;409
"3571";3571;"2011-06-02";2;0;6;16;0;4;1;1;0,8;0,6818;0,22;0,4925;63;255;318
"10395";10395;"2012-03-14";1;1;3;5;0;3;1;1;0,44;0,4394;0,82;0,1343;2;25;27
"2442";2442;"2011-04-16";2;0;4;15;0;6;0;3;0,52;0,5;0,83;0,5821;16;62;78
"3500";3500;"2011-05-30";2;0;5;17;1;1;0;1;0,86;0,7879;0,41;0,2239;102;202;304
"7100";7100;"2011-10-28";4;0;10;10;0;5;1;1;0,34;0,3182;0,57;0,2239;28;102;130
"11828";11828;"2012-05-13";2;1;5;0;0;0;0;1;0,56;0,5303;0,64;0,1642;19;79;98
"5433";5433;"2011-08-19";3;0;8;6;0;5;1;1;0,64;0,5758;0,83;0;2;91;93
"3627";3627;"2011-06-05";2;0;6;0;0;0;0;1;0,64;0,6212;0,57;0,0896;23;90;113
"14702";14702;"2012-09-09";3;1;9;18;0;0;0;1;0,66;0,6212;0,36;0,2537;156;404;560
"2425";2425;"2011-04-15";2;0;4;22;1;5;0;2;0,38;0,3939;0,82;0,3881;16;64;80
"8173";8173;"2011-12-12";4;0;12;4;0;1;1;1;0,18;0,2424;0,74;0;0;3;3
"11763";11763;"2012-05-10";2;1;5;7;0;4;1;1;0,44;0,4394;0,72;0,2985;8;393;401
"13159";13159;"2012-07-07";3;1;7;11;0;6;0;1;0,94;0,8788;0,38;0,194;122;245;367
"7867";7867;"2011-11-29";4;0;11;10;0;2;1;3;0,56;0,5303;0,73;0,4179;2;34;36
"15103";15103;"2012-09-26";4;1;9;11;0;3;1;1;0,64;0,6212;0,61;0,2537;46;181;227
"13166";13166;"2012-07-07";3;1;7;18;0;6;0;1;0,94;0,8333;0,29;0,0896;83;194;277
"16074";16074;"2012-11-07";4;1;11;10;0;3;1;2;0,28;0,2576;0,56;0,2985;27;151;178
"14695";14695;"2012-09-09";3;1;9;11;0;0;0;1;0,66;0,6212;0,47;0,2537;194;391;585
"11332";11332;"2012-04-22";2;1;4;8;0;0;0;3;0,4;0,4091;0,82;0,2537;8;43;51
"16145";16145;"2012-11-10";4;1;11;10;0;6;0;1;0,4;0,4091;0,58;0;86;264;350
"2571";2571;"2011-04-22";2;0;4;0;0;5;1;1;0,36;0,3485;0,62;0,194;3;30;33
"7642";7642;"2011-11-20";4;0;11;0;0;0;0;1;0,38;0,3939;0,66;0,1642;14;79;93
"14603";14603;"2012-09-05";3;1;9;15;0;3;1;1;0,78;0,7727;0,7;0,194;41;204;245
"3525";3525;"2011-05-31";2;0;5;18;0;2;1;1;0,84;0,803;0,53;0,194;55;362;417
"13871";13871;"2012-08-06";3;1;8;3;0;1;1;3;0,72;0,697;0,79;0,0896;0;5;5
"10208";10208;"2012-03-06";1;1;3;9;0;2;1;1;0,22;0,2727;0,47;0;11;222;233
"16624";16624;"2012-11-30";4;1;11;10;0;5;1;2;0,3;0,3333;0,65;0;10;159;169
"770";770;"2011-02-04";1;0;2;12;0;5;1;2;0,24;0,2424;0,48;0,1642;8;78;86
"10145";10145;"2012-03-03";1;1;3;18;0;6;0;1;0,5;0,4848;0,25;0,2537;53;250;303
"9314";9314;"2012-01-28";1;1;1;23;0;6;0;1;0,32;0,3182;0,31;0,194;6;79;85
"9890";9890;"2012-02-22";1;1;2;2;0;3;1;1;0,34;0,3182;0,66;0,2836;1;5;6
"10464";10464;"2012-03-17";1;1;3;2;0;6;0;2;0,44;0,4394;0,88;0;10;32;42
"651";651;"2011-01-30";1;0;1;10;0;0;0;2;0,18;0,2424;0,8;0;7;57;64
"2203";2203;"2011-04-06";2;0;4;15;0;3;1;1;0,52;0,5;0,32;0,3284;34;83;117
"10221";10221;"2012-03-06";1;1;3;22;0;2;1;1;0,28;0,2727;0,56;0,1642;5;101;106
"1278";1278;"2011-02-26";1;0;2;9;0;6;0;2;0,26;0,2576;0,56;0,1642;9;65;74
"9543";9543;"2012-02-07";1;1;2;13;0;2;1;1;0,44;0,4394;0,38;0,2537;15;169;184
"262";262;"2011-01-12";1;0;1;8;0;3;1;1;0,16;0,1667;0,59;0,1642;3;125;128
"16593";16593;"2012-11-29";4;1;11;2;0;4;1;1;0,22;0,2727;0,64;0;1;6;7
"14892";14892;"2012-09-17";3;1;9;16;0;1;1;2;0,64;0,6061;0,69;0,2537;74;379;453
"784";784;"2011-02-05";1;0;2;2;0;6;0;2;0,24;0,2424;0,75;0,1642;5;12;17
"16338";16338;"2012-11-18";4;1;11;11;0;0;0;1;0,38;0,3939;0,62;0,2836;92;267;359
"16078";16078;"2012-11-07";4;1;11;14;0;3;1;2;0,32;0,2879;0,53;0,3582;19;142;161
"14593";14593;"2012-09-05";3;1;9;5;0;3;1;2;0,7;0,6667;0,79;0,2985;1;39;40
"11265";11265;"2012-04-19";2;1;4;13;0;4;1;1;0,56;0,5303;0,46;0;52;186;238
"7550";7550;"2011-11-16";4;0;11;4;0;3;1;2;0,44;0,4394;1;0,2239;1;3;4
"13083";13083;"2012-07-04";3;1;7;7;1;3;0;1;0,68;0,6364;0,65;0;10;62;72
"14579";14579;"2012-09-04";3;1;9;15;0;2;1;1;0,8;0,7727;0,59;0,4627;68;224;292
"2530";2530;"2011-04-20";2;0;4;7;0;3;1;1;0,44;0,4394;0,94;0;26;211;237
"8865";8865;"2012-01-10";1;1;1;5;0;2;1;1;0,4;0,4091;0,47;0,2239;0;23;23
"12335";12335;"2012-06-03";2;1;6;3;0;0;0;1;0,52;0,5;0,63;0,1045;16;34;50
"7330";7330;"2011-11-07";4;0;11;0;0;1;1;1;0,34;0,3636;0,87;0;1;14;15
"14128";14128;"2012-08-16";3;1;8;20;0;4;1;1;0,76;0,6818;0,4;0,0896;100;414;514
"4988";4988;"2011-07-31";3;0;7;17;0;0;0;1;0,92;0,7727;0,16;0,1642;114;206;320
"2538";2538;"2011-04-20";2;0;4;15;0;3;1;2;0,76;0,6667;0,35;0,3582;32;113;145
"479";479;"2011-01-21";1;0;1;23;0;5;1;1;0,06;0,0455;0,38;0,3284;0;27;27
"11337";11337;"2012-04-22";2;1;4;13;0;0;0;3;0,38;0,3939;0,82;0,3582;5;47;52
"8000";8000;"2011-12-04";4;0;12;23;0;0;0;1;0,34;0,3485;0,87;0,1045;3;42;45
"14221";14221;"2012-08-20";3;1;8;17;0;1;1;1;0,7;0,6515;0,58;0,2836;83;810;893
"10513";10513;"2012-03-19";1;1;3;3;0;1;1;1;0,46;0,4545;0,88;0,0896;0;2;2
"7322";7322;"2011-11-06";4;0;11;16;0;0;0;1;0,46;0,4545;0,55;0,2239;84;263;347
"17278";17278;"2012-12-27";1;1;12;18;0;4;1;2;0,24;0,2273;0,6;0,2537;9;188;197
"808";808;"2011-02-06";1;0;2;2;0;0;0;1;0,26;0,2273;0,6;0,3284;0;20;20
"1960";1960;"2011-03-27";2;0;3;11;0;0;0;2;0,24;0,2424;0,48;0,1642;23;85;108
"680";680;"2011-01-31";1;0;1;15;0;1;1;2;0,16;0,1818;0,59;0,1343;3;41;44
"4139";4139;"2011-06-26";3;0;6;8;0;0;0;1;0,64;0,6212;0,61;0,194;29;78;107
"14388";14388;"2012-08-27";3;1;8;16;0;1;1;1;0,8;0,7576;0,55;0,2537;77;367;444
"11477";11477;"2012-04-28";2;1;4;9;0;6;0;2;0,38;0,3939;0,37;0;45;169;214
"3055";3055;"2011-05-12";2;0;5;4;0;4;1;1;0,42;0,4242;0,94;0;1;5;6
"5210";5210;"2011-08-09";3;0;8;23;0;2;1;1;0,76;0,6818;0,48;0,2836;22;53;75
"9738";9738;"2012-02-15";1;1;2;16;0;3;1;1;0,42;0,4242;0,38;0,194;9;222;231
"11614";11614;"2012-05-04";2;1;5;2;0;5;1;1;0,58;0,5455;0,83;0,1343;0;11;11
"11583";11583;"2012-05-02";2;1;5;19;0;3;1;1;0,54;0,5152;0,77;0,2537;43;461;504
"11382";11382;"2012-04-24";2;1;4;10;0;2;1;1;0,42;0,4242;0,47;0,2985;33;129;162
"8814";8814;"2012-01-08";1;1;1;1;0;0;0;1;0,34;0,3333;0,42;0,194;10;62;72
"16263";16263;"2012-11-15";4;1;11;8;0;4;1;2;0,3;0,2879;0,61;0,2239;21;625;646
"384";384;"2011-01-17";1;0;1;11;1;1;0;2;0,16;0,1515;0,55;0,194;9;55;64
"2101";2101;"2011-04-02";2;0;4;9;0;6;0;2;0,34;0,3485;0,66;0,1045;22;65;87
"6049";6049;"2011-09-14";3;0;9;14;0;3;1;1;0,78;0,7121;0,52;0,2239;19;105;124
"1812";1812;"2011-03-21";2;0;3;5;0;1;1;1;0,32;0,303;0,81;0,2985;1;1;2
"4551";4551;"2011-07-13";3;0;7;12;0;3;1;1;0,84;0,7576;0,41;0,2836;40;134;174
"12469";12469;"2012-06-08";2;1;6;17;0;5;1;1;0,76;0,6667;0,29;0,194;114;679;793
"2511";2511;"2011-04-19";2;0;4;12;0;2;1;2;0,54;0,5152;0,64;0,0896;19;84;103
"15716";15716;"2012-10-22";4;1;10;0;0;1;1;1;0,4;0,4091;0,62;0;3;28;31
"5841";5841;"2011-09-05";3;0;9;19;1;1;0;3;0,66;0,5909;0,94;0,1045;52;123;175
"5386";5386;"2011-08-17";3;0;8;7;0;3;1;1;0,66;0,6212;0,65;0,0896;12;296;308
"10128";10128;"2012-03-03";1;1;3;1;0;6;0;3;0,36;0,3788;0,93;0;0;44;44
"6226";6226;"2011-09-21";3;0;9;23;0;3;1;1;0,6;0,5152;0,94;0,1045;15;80;95
"10433";10433;"2012-03-15";1;1;3;19;0;4;1;2;0,64;0,6212;0,5;0,194;72;353;425
"2161";2161;"2011-04-04";2;0;4;21;0;1;1;2;0,7;0,6364;0,3;0,4478;19;76;95
"4540";4540;"2011-07-13";3;0;7;1;0;3;1;1;0,76;0,697;0,55;0;1;11;12
"13910";13910;"2012-08-07";3;1;8;18;0;2;1;2;0,76;0,7121;0,62;0,1642;103;711;814
"8683";8683;"2012-01-02";1;1;1;14;1;1;0;1;0,3;0,2727;0,36;0,4179;10;141;151
"14467";14467;"2012-08-30";3;1;8;23;0;4;1;1;0,7;0,6667;0,74;0,1045;19;133;152
"484";484;"2011-01-22";1;0;1;4;0;6;0;2;0,02;0,0152;0,48;0,2985;0;3;3
"16901";16901;"2012-12-11";4;1;12;23;0;2;1;1;0,3;0,2879;0,52;0,2239;4;60;64
"6734";6734;"2011-10-13";4;0;10;3;0;4;1;2;0,54;0,5152;1;0,194;2;4;6
"10279";10279;"2012-03-09";1;1;3;8;0;5;1;2;0,34;0,2879;0,42;0,5224;17;484;501
"13929";13929;"2012-08-08";3;1;8;13;0;3;1;2;0,8;0,7424;0,52;0;101;212;313
"16396";16396;"2012-11-20";4;1;11;21;0;2;1;1;0,36;0,3788;0,71;0;14;143;157
"6594";6594;"2011-10-07";4;0;10;7;0;5;1;1;0,42;0,4242;0,94;0;5;237;242
"226";226;"2011-01-10";1;0;1;16;0;1;1;1;0,2;0,2121;0,4;0,1343;4;70;74
"1185";1185;"2011-02-22";1;0;2;9;0;2;1;2;0,14;0,1212;0,74;0,2537;5;101;106
"16948";16948;"2012-12-13";4;1;12;22;0;4;1;1;0,26;0,2879;0,6;0,0896;7;141;148
"5021";5021;"2011-08-02";3;0;8;2;0;2;1;1;0,68;0,6364;0,69;0;2;6;8
"9625";9625;"2012-02-10";1;1;2;23;0;5;1;2;0,3;0,3182;0,7;0,0896;1;64;65
"11489";11489;"2012-04-28";2;1;4;21;0;6;0;3;0,36;0,3485;0,71;0,194;12;72;84
"6527";6527;"2011-10-04";4;0;10;12;0;2;1;1;0,56;0,5303;0,56;0,2985;39;160;199
"1489";1489;"2011-03-07";1;0;3;9;0;1;1;1;0,22;0,1818;0,64;0,4627;5;129;134
"8363";8363;"2011-12-20";4;0;12;2;0;2;1;2;0,34;0,3636;0,61;0;1;10;11
"2430";2430;"2011-04-16";2;0;4;3;0;6;0;2;0,36;0,3485;0,87;0,1642;5;9;14
"5013";5013;"2011-08-01";3;0;8;18;0;1;1;1;0,78;0,697;0,43;0,194;68;475;543
"6166";6166;"2011-09-19";3;0;9;11;0;1;1;2;0,58;0,5455;0,64;0,1642;41;98;139
"5872";5872;"2011-09-07";3;0;9;3;0;3;1;3;0,56;0,5303;0,94;0,1343;1;1;2
"6474";6474;"2011-10-02";4;0;10;7;0;0;0;1;0,34;0,3333;0,76;0,194;5;24;29
"15062";15062;"2012-09-24";4;1;9;18;0;1;1;1;0,54;0,5152;0,37;0,1642;95;758;853
